"","region","country","Control of Corruption","Government Effectiveness","Political Stability and Absence of Violence/Terrorism","Regulatory Quality","Rule of Law","Conflicts","Fatalities","year"
"443",10,103,-1.603637,-1.922143,-2.565753,-2.346947,-1.848054,1358,2086,2019
"444",10,103,-1.603637,-1.922143,-2.565753,-2.346947,-1.848054,1368,1496,2020
"445",10,103,-1.603637,-1.922143,-2.565753,-2.346947,-1.848054,10,3,2021
"446",10,120,-0.2173273,-0.2092959,-0.3363768,-0.2855255,-0.1386846,196,7,2018
"447",10,120,-0.2765363,-0.1192252,-0.3693984,-0.2115284,-0.1356491,876,5,2019
"448",10,120,-0.2765363,-0.1192252,-0.3693984,-0.2115284,-0.1356491,1379,4,2020
"449",10,120,-0.2765363,-0.1192252,-0.3693984,-0.2115284,-0.1356491,191,4,2021
"450",10,165,-1.426554,-1.619857,-1.812513,-1.620749,-1.119575,643,951,2018
"451",10,165,-1.366985,-1.621905,-1.673614,-1.673834,-1.140473,1593,776,2019
"452",10,165,-1.366985,-1.621905,-1.673614,-1.673834,-1.140473,1012,957,2020
"453",10,165,-1.366985,-1.621905,-1.673614,-1.673834,-1.140473,198,391,2021
"454",10,176,-0.0536738,-0.1052618,-0.8593076,-0.5130697,0.0391134,528,28,2018
"455",10,176,-0.0770505,-0.1022739,-0.8325363,-0.4372052,0.0622187,1469,30,2019
"456",10,176,-0.0770505,-0.1022739,-0.8325363,-0.4372052,0.0622187,1772,15,2020
"457",10,176,-0.0770505,-0.1022739,-0.8325363,-0.4372052,0.0622187,323,5,2021
"458",11,8,-0.0702693,0.0259878,0.0192217,-0.2856962,-0.2428666,1930,25,2018
"459",11,8,-0.0710714,-0.0864859,-0.1199785,-0.4927526,-0.4307256,1272,17,2019
"460",11,8,-0.0710714,-0.0864859,-0.1199785,-0.4927526,-0.4307256,2935,19,2020
"461",11,8,-0.0710714,-0.0864859,-0.1199785,-0.4927526,-0.4307256,361,1,2021
"462",11,23,-0.6219789,-0.3220994,-0.2783669,-0.9080035,-1.147712,304,26,2018
"463",11,23,-0.7421893,-0.699218,-0.6153547,-0.9934062,-1.121389,620,18,2019
"464",11,23,-0.7421893,-0.699218,-0.6153547,-0.9934062,-1.121389,781,1,2020
"465",11,23,-0.7421893,-0.699218,-0.6153547,-0.9934062,-1.121389,111,1,2021
"466",11,26,-0.3999677,-0.4474374,-0.3863459,-0.3239611,-0.2537811,14658,5428,2018
"467",11,26,-0.3339985,-0.186738,-0.5464811,-0.177794,-0.180904,10783,4812,2019
"468",11,26,-0.3339985,-0.186738,-0.5464811,-0.177794,-0.180904,9791,4955,2020
"469",11,26,-0.3339985,-0.186738,-0.5464811,-0.177794,-0.180904,1522,780,2021
"470",11,36,1.046754,1.084034,0.4351017,1.33739,1.089803,1393,5,2018
"471",11,36,1.088457,1.06042,0.2063824,1.224169,1.073613,2923,41,2019
"472",11,36,1.088457,1.06042,0.2063824,1.224169,1.073613,2109,23,2020
"473",11,36,1.088457,1.06042,0.2063824,1.224169,1.073613,219,5,2021
"474",11,38,-0.2874098,-0.0852262,-0.7874593,0.3173888,-0.4063349,1669,741,2018
"475",11,38,-0.2291671,0.0712232,-0.900254,0.3966121,-0.4169289,1812,743,2019
"476",11,38,-0.2291671,0.0712232,-0.900254,0.3966121,-0.4169289,1544,823,2020
"477",11,38,-0.2291671,0.0712232,-0.900254,0.3966121,-0.4169289,342,137,2021
"478",11,50,-0.5656243,-0.2613976,-0.0808058,-0.8689445,-0.6388752,176,14,2018
"479",11,50,-0.4964109,-0.3985842,-0.1890175,-0.8236187,-0.5773571,427,12,2019
"480",11,50,-0.4964109,-0.3985842,-0.1890175,-0.8236187,-0.5773571,439,30,2020
"481",11,50,-0.4964109,-0.3985842,-0.1890175,-0.8236187,-0.5773571,45,1,2021
"482",11,58,,,,,,1,0,2020
"483",11,62,0.9526603,1.397863,0.528242,1.305632,1.209605,39,0,2018
"484",11,62,0.9192378,1.387373,0.2772611,1.314049,1.165919,17,0,2020
"485",11,62,0.9192378,1.387373,0.2772611,1.314049,1.165919,2,0,2021
"486",11,76,-0.2267126,-0.2694839,-0.1791495,-0.5409482,-0.372387,86,1,2018
"487",11,76,-0.0918997,-0.3860605,-0.2370798,-0.6206163,-0.4313481,53,2,2019
"488",11,76,-0.0918997,-0.3860605,-0.2370798,-0.6206163,-0.4313481,127,5,2020
"489",11,76,-0.0918997,-0.3860605,-0.2370798,-0.6206163,-0.4313481,4,0,2021
"490",11,136,-0.8388299,-0.5172144,-0.0713127,-0.0752819,-0.523654,242,2,2018
"491",11,136,-0.8293102,-0.5337567,-0.0019132,-0.203458,-0.5564034,584,13,2019
"492",11,136,-0.8293102,-0.5337567,-0.0019132,-0.203458,-0.5564034,778,18,2020
"493",11,136,-0.8293102,-0.5337567,-0.0019132,-0.203458,-0.5564034,101,7,2021
"494",11,137,-0.5318839,-0.2454309,-0.2617153,0.4983543,-0.5298474,341,16,2018
"495",11,137,-0.4476908,-0.0675457,-0.1417345,0.5639061,-0.4872026,752,32,2019
"496",11,137,-0.4476908,-0.0675457,-0.1417345,0.5639061,-0.4872026,1232,41,2020
"497",11,137,-0.4476908,-0.0675457,-0.1417345,0.5639061,-0.4872026,170,3,2021
"498",11,166,-0.2114974,-0.6553037,0.0733391,-0.6514152,-0.0642001,32,0,2018
"499",11,166,-0.3932373,-0.5900614,0.1134033,-0.6795514,-0.0596512,12,7,2019
"500",11,166,-0.3932373,-0.5900614,0.1134033,-0.6795514,-0.0596512,39,1,2020
"501",11,166,-0.3932373,-0.5900614,0.1134033,-0.6795514,-0.0596512,4,0,2021
"502",11,185,1.259947,0.5582148,1.041839,0.5127553,0.5945194,26,0,2018
"503",11,185,1.246511,0.6957388,1.045503,0.5094084,0.6212631,45,3,2019
"504",11,185,1.246511,0.6957388,1.045503,0.5094084,0.6212631,44,0,2020
"505",11,188,-1.470778,-1.581517,-1.31525,-2.363919,-2.322118,2020,616,2018
"506",11,188,-1.50984,-1.658307,-1.445485,-2.359116,-2.320054,3549,1134,2019
"507",11,188,-1.50984,-1.658307,-1.445485,-2.359116,-2.320054,2954,439,2020
"508",11,188,-1.50984,-1.658307,-1.445485,-2.359116,-2.320054,272,25,2021
"509",12,17,-0.9051279,-0.7483993,-0.985925,-0.8328668,-0.6402208,1146,229,2018
"510",12,17,-0.9938096,-0.7392301,-0.9181735,-0.9289543,-0.6363084,1717,383,2019
"511",12,17,-0.9938096,-0.7392301,-0.9181735,-0.9289543,-0.6363084,1519,278,2020
"512",12,17,-0.9938096,-0.7392301,-0.9181735,-0.9289543,-0.6363084,280,32,2021
"513",12,81,-0.1863026,0.2830485,-0.977272,-0.2250376,0.0259461,15832,1866,2018
"514",12,81,-0.233254,0.1715544,-0.7027684,-0.1605557,-0.0307584,23917,1531,2019
"515",12,81,-0.233254,0.1715544,-0.7027684,-0.1605557,-0.0307584,18034,1291,2020
"516",12,81,-0.233254,0.1715544,-0.7027684,-0.1605557,-0.0307584,2849,87,2021
"517",12,124,-0.6737257,-0.9023383,-0.5957747,-0.7374361,-0.4781068,690,13,2018
"518",12,124,-0.6740938,-1.0452,-0.4656303,-0.7013751,-0.5355341,1059,16,2019
"519",12,124,-0.6740938,-1.0452,-0.4656303,-0.7013751,-0.5355341,837,20,2020
"520",12,124,-0.6740938,-1.0452,-0.4656303,-0.7013751,-0.5355341,437,1,2021
"521",12,133,-0.7908247,-0.6338443,-2.257847,-0.6366072,-0.6729922,5799,1094,2018
"522",12,133,-0.8467407,-0.6770047,-2.246336,-0.6444789,-0.6675787,7690,1157,2019
"523",12,133,-0.8467407,-0.6770047,-2.246336,-0.6444789,-0.6675787,8811,813,2020
"524",12,133,-0.8467407,-0.6770047,-2.246336,-0.6444789,-0.6675787,1146,131,2021
"525",12,164,-0.3355731,-0.2353793,-0.1367198,-0.1744439,0.0260529,555,25,2018
"526",12,164,-0.3194701,-0.1135499,-0.2281242,-0.1843704,-0.0119834,953,304,2019
"527",12,164,-0.3194701,-0.1135499,-0.2281242,-0.1843704,-0.0119834,529,35,2020
"528",12,164,-0.3194701,-0.1135499,-0.2281242,-0.1843704,-0.0119834,135,1,2021
"529",13,30,-1.325735,-0.568605,0.1112419,-0.4992177,-1.114451,78,13,2018
"530",13,30,-1.302401,-0.5791857,-0.0808967,-0.5688344,-0.9356683,98,5,2019
"531",13,30,-1.302401,-0.5791857,-0.0808967,-0.5688344,-0.9356683,131,12,2020
"532",13,30,-1.302401,-0.5791857,-0.0808967,-0.5688344,-0.9356683,13,0,2021
"533",13,82,-0.251563,0.1798754,-0.5367906,-0.1410355,-0.3150386,797,162,2018
"534",13,82,-0.4189961,0.1827407,-0.4812067,-0.0933143,-0.3425302,1358,219,2019
"535",13,82,-0.4189961,0.1827407,-0.4812067,-0.0933143,-0.3425302,1785,118,2020
"536",13,82,-0.4189961,0.1827407,-0.4812067,-0.0933143,-0.3425302,156,29,2021
"537",13,98,-0.9827906,-0.672724,0.4158941,-0.7752438,-0.8424519,3,0,2018
"538",13,98,-1.058229,-0.7845454,0.5250729,-0.7132146,-0.9411008,4,2,2019
"539",13,98,-1.058229,-0.7845454,0.5250729,-0.7132146,-0.9411008,4,2,2020
"540",13,109,0.3140343,1.075348,0.2595588,0.6979557,0.6228108,175,12,2018
"541",13,109,0.2475228,0.9986857,0.1102767,0.6731408,0.5909452,201,13,2019
"542",13,109,0.2475228,0.9986857,0.1102767,0.6731408,0.5909452,85,2,2020
"543",13,109,0.2475228,0.9986857,0.1102767,0.6731408,0.5909452,11,1,2021
"544",13,122,-0.5883577,-1.068652,-1.258713,-0.7442002,-1.032395,879,197,2018
"545",13,122,-0.6251955,-1.149869,-1.261767,-0.7603928,-1.062784,1807,1495,2019
"546",13,122,-0.6251955,-1.149869,-1.261767,-0.7603928,-1.062784,1453,657,2020
"547",13,122,-0.6251955,-1.149869,-1.261767,-0.7603928,-1.062784,1220,55,2021
"548",13,138,-0.5448732,0.0495094,-1.082172,-0.0565737,-0.4777236,1612,1617,2018
"549",13,138,-0.5733455,0.0529682,-0.8849657,0.0093082,-0.4773007,1831,1622,2019
"550",13,138,-0.5733455,0.0529682,-0.8849657,0.0093082,-0.4773007,1664,1448,2020
"551",13,138,-0.5733455,0.0529682,-0.8849657,0.0093082,-0.4773007,242,239,2021
"552",13,173,-0.3988422,0.3499596,-0.7901956,0.1005475,0.0230287,513,195,2018
"553",13,173,-0.4073985,0.3570563,-0.5375581,0.116105,0.1028816,525,172,2019
"554",13,173,-0.4073985,0.3570563,-0.5375581,0.116105,0.1028816,989,102,2020
"555",13,173,-0.4073985,0.3570563,-0.5375581,0.116105,0.1028816,106,5,2021
"556",13,189,-0.4854065,-0.0034448,0.1134106,-0.347865,-0.00354,45,3,2018
"557",13,189,-0.5138411,0.0390768,0.1318749,-0.2623483,-0.0168988,58,1,2019
"558",13,189,-0.5138411,0.0390768,0.1318749,-0.2623483,-0.0168988,20,4,2020
"559",14,25,0.7486417,0.3334411,0.9779608,0.453949,0.4660194,9,1,2018
"560",14,25,0.7078156,0.429048,1.011297,0.3700964,0.4984392,12,0,2019
"561",14,25,0.7078156,0.429048,1.011297,0.3700964,0.4984392,12,7,2020
"562",14,56,-0.2176961,-0.6599468,-0.3645701,-0.6154431,-0.2486529,8,0,2018
"563",14,56,-0.4876726,-0.678317,-0.3785959,-0.6122774,-0.5018827,31,3,2019
"564",14,56,-0.4876726,-0.678317,-0.3785959,-0.6122774,-0.5018827,33,5,2020
"565",14,56,-0.4876726,-0.678317,-0.3785959,-0.6122774,-0.5018827,5,2,2021
"566",14,101,-0.1029647,-0.8609057,-0.1699952,-0.4996915,-0.3367751,3,0,2018
"567",14,101,-0.0273043,-0.8322617,-0.3546657,-0.5356036,-0.3805971,10,5,2019
"568",14,101,-0.0273043,-0.8322617,-0.3546657,-0.5356036,-0.3805971,21,3,2020
"569",14,101,-0.0273043,-0.8322617,-0.3546657,-0.5356036,-0.3805971,1,0,2021
"570",14,123,0.3381373,0.106442,0.6988704,-0.076009,0.2446169,32,1,2018
"571",14,123,0.3724811,0.0966495,0.5339198,-0.1089083,0.3099801,46,4,2019
"572",14,123,0.3724811,0.0966495,0.5339198,-0.1089083,0.3099801,92,0,2020
"573",14,123,0.3724811,0.0966495,0.5339198,-0.1089083,0.3099801,28,0,2021
"574",14,160,-0.0230474,0.3403786,-0.2191116,0.1297619,-0.1027109,947,77,2018
"575",14,160,0.0849239,0.3673802,-0.2179309,0.1561717,-0.0764077,1572,176,2019
"576",14,160,0.0849239,0.3673802,-0.2179309,0.1561717,-0.0764077,1836,162,2020
"577",14,160,0.0849239,0.3673802,-0.2179309,0.1561717,-0.0764077,145,25,2021
"578",14,192,-0.6562852,-0.5592093,0.0938291,-0.4842296,-0.3450496,50,15,2018
"579",14,192,-0.6403451,-0.6752145,-0.1022162,-0.5542691,-0.4620693,37,10,2019
"580",14,192,-0.6403451,-0.6752145,-0.1022162,-0.5542691,-0.4620693,98,38,2020
"581",14,192,-0.6403451,-0.6752145,-0.1022162,-0.5542691,-0.4620693,4,3,2021
"582",14,193,-1.234743,-1.19886,-0.7134061,-1.503522,-1.273343,300,23,2018
"583",14,193,-1.238796,-1.205337,-0.9201785,-1.463199,-1.257009,179,37,2019
"584",14,193,-1.238796,-1.205337,-0.9201785,-1.463199,-1.257009,161,20,2020
"585",14,193,-1.238796,-1.205337,-0.9201785,-1.463199,-1.257009,3,1,2021
"586",15,22,-0.3859641,-0.5659866,-0.1326304,-0.3369086,-0.6751398,23,23,2018
"587",15,22,-0.3237639,-0.4406517,-0.3478641,-0.3759647,-0.6641259,60,35,2019
"588",15,22,-0.3237639,-0.4406517,-0.3478641,-0.3759647,-0.6641259,73,42,2020
"589",15,22,-0.3237639,-0.4406517,-0.3478641,-0.3759647,-0.6641259,10,10,2021
"590",15,28,-0.1129444,-0.5783429,-1.049443,-0.3715874,-0.4456363,378,295,2018
"591",15,28,-0.1886562,-0.7585109,-1.188618,-0.376492,-0.4262591,891,2220,2019
"592",15,28,-0.1886562,-0.7585109,-1.188618,-0.376492,-0.4262591,872,2298,2020
"593",15,28,-0.1886562,-0.7585109,-1.188618,-0.376492,-0.4262591,89,147,2021
"594",15,64,-0.4623365,-0.6234712,-0.0659801,-0.6283253,-0.4308292,9,3,2018
"595",15,64,-0.2852226,-0.630676,0.1114135,-0.6649198,-0.3715761,18,2,2019
"596",15,64,-0.2852226,-0.630676,0.1114135,-0.6649198,-0.3715761,29,3,2020
"597",15,64,-0.2852226,-0.630676,0.1114135,-0.6649198,-0.3715761,2,0,2021
"598",15,67,-0.1158941,-0.2102704,-0.017135,-0.0917172,0.0715621,91,19,2018
"599",15,67,-0.0790386,-0.210104,0.098347,-0.1110496,0.0468897,187,48,2019
"600",15,67,-0.0790386,-0.210104,0.098347,-0.1110496,0.0468897,290,48,2020
"601",15,67,-0.0790386,-0.210104,0.098347,-0.1110496,0.0468897,5,0,2021
"602",15,74,-1.04368,-0.9709232,-0.8744907,-0.7763806,-1.211245,126,27,2018
"603",15,74,-0.9049651,-0.7787458,-0.8306405,-0.7698209,-1.209028,214,41,2019
"604",15,74,-0.9049651,-0.7787458,-0.8306405,-0.7698209,-1.209028,664,145,2020
"605",15,74,-0.9049651,-0.7787458,-0.8306405,-0.7698209,-1.209028,28,5,2021
"606",15,75,-1.533915,-1.48785,-0.6762453,-1.202787,-1.233773,8,0,2018
"607",15,75,-1.453986,-1.514441,-0.562632,-1.233335,-1.264045,12,1,2019
"608",15,75,-1.453986,-1.514441,-0.562632,-1.233335,-1.264045,22,8,2020
"609",15,75,-1.453986,-1.514441,-0.562632,-1.233335,-1.264045,4,0,2021
"610",15,89,-0.4993051,-0.5705186,-0.8890731,-0.2004344,-0.579603,64,10,2018
"611",15,89,-0.5250723,-0.482588,-0.962356,-0.2428631,-0.5669066,228,45,2019
"612",15,89,-0.5250723,-0.482588,-0.962356,-0.2428631,-0.5669066,450,132,2020
"613",15,89,-0.5250723,-0.482588,-0.962356,-0.2428631,-0.5669066,20,4,2021
"614",15,102,-0.8520926,-1.340831,-0.2454872,-0.9571922,-0.9888872,23,1,2018
"615",15,102,-0.8775807,-1.375133,-0.2290139,-0.9789448,-0.9952112,79,11,2019
"616",15,102,-0.8775807,-1.375133,-0.2290139,-0.9789448,-0.9952112,121,2,2020
"617",15,102,-0.8775807,-1.375133,-0.2290139,-0.9789448,-0.9952112,7,0,2021
"618",15,110,-0.6976493,-1.004638,-2.077425,-0.5552012,-0.7976651,685,1578,2018
"619",15,110,-0.6966435,-1.056444,-2.153436,-0.573186,-0.8342336,819,1875,2019
"620",15,110,-0.6966435,-1.056444,-2.153436,-0.573186,-0.8342336,1265,2849,2020
"621",15,110,-0.6966435,-1.056444,-2.153436,-0.573186,-0.8342336,149,259,2021
"622",15,113,-0.807347,-0.7266325,-0.6199906,-0.810981,-0.6859097,60,3,2018
"623",15,113,-0.8615845,-0.4982125,-0.5422166,-0.7593397,-0.5827179,128,3,2019
"624",15,113,-0.8615845,-0.4982125,-0.5422166,-0.7593397,-0.5827179,339,4,2020
"625",15,113,-0.8615845,-0.4982125,-0.5422166,-0.7593397,-0.5827179,56,0,2021
"626",15,127,-0.5796463,-0.7660425,-1.354283,-0.6391519,-0.5802386,158,488,2018
"627",15,127,-0.5541663,-0.8010617,-1.403038,-0.6687045,-0.5329312,370,719,2019
"628",15,127,-0.5541663,-0.8010617,-1.403038,-0.6687045,-0.5329312,521,1114,2020
"629",15,127,-0.5541663,-0.8010617,-1.403038,-0.6687045,-0.5329312,55,178,2021
"630",15,128,-1.046155,-1.022591,-2.090506,-0.8030536,-0.8808043,1716,5147,2018
"631",15,128,-1.094948,-1.088634,-1.934674,-0.8609852,-0.8979821,2222,5431,2019
"632",15,128,-1.094948,-1.088634,-1.934674,-0.8609852,-0.8979821,3344,7760,2020
"633",15,128,-1.094948,-1.088634,-1.934674,-0.8609852,-0.8979821,521,1422,2021
"634",15,153,-0.0249317,-0.2678156,-0.0929849,-0.1072984,-0.2082493,74,13,2018
"635",15,153,0.0484844,-0.0573694,0.0573639,-0.1122398,-0.1907603,52,4,2019
"636",15,153,0.0484844,-0.0573694,0.0573639,-0.1122398,-0.1907603,94,3,2020
"637",15,153,0.0484844,-0.0573694,0.0573639,-0.1122398,-0.1907603,17,0,2021
"638",15,155,-0.4923064,-1.142948,-0.0768317,-0.8867556,-0.7694784,86,10,2018
"639",15,155,-0.4113611,-1.126595,-0.0981833,-0.8819937,-0.7663631,125,13,2019
"640",15,155,-0.4113611,-1.126595,-0.0981833,-0.8819937,-0.7663631,81,31,2020
"641",15,155,-0.4113611,-1.126595,-0.0981833,-0.8819937,-0.7663631,5,0,2021
"642",15,174,-0.7301584,-1.057791,-0.884303,-0.6515545,-0.5908771,42,5,2018
"643",15,174,-0.7497168,-0.9173347,-0.805393,-0.6789817,-0.5887967,29,7,2019
"644",15,174,-0.7497168,-0.9173347,-0.805393,-0.6789817,-0.5887967,72,13,2020
"645",15,174,-0.7497168,-0.9173347,-0.805393,-0.6789817,-0.5887967,8,0,2021
